Date,IT Dep.,CostElement,Country,Budget,Forecast
1/07/2020,R2,Depreciation,USA,"467,463","238,819"
1/08/2020,R2,Depreciation,USA,"467,463","89,963"
1/09/2020,R2,Depreciation,USA,"467,463","95,963"
1/10/2020,R2,Depreciation,USA,"467,463","95,963"
1/11/2020,R2,Depreciation,USA,"467,463","95,963"
1/12/2020,R2,Depreciation,USA,"387,868","95,963"
1/01/2020,R2,Employee Performance,USA,950,88
1/02/2020,R2,Employee Performance,USA,950,458
1/03/2020,R2,Employee Performance,USA,950,848
1/04/2020,R2,Employee Performance,USA,950,699
1/05/2020,R2,Employee Performance,USA,950,546
1/06/2020,R2,Employee Performance,USA,950,319
1/07/2020,R2,Employee Performance,USA,950,950
1/08/2020,R2,Employee Performance,USA,950,950
1/09/2020,R2,Employee Performance,USA,950,950
1/10/2020,R2,Employee Performance,USA,950,913
1/11/2020,R2,Employee Performance,USA,950,914
1/12/2020,R2,Employee Performance,USA,950,"2,594"
1/01/2020,R2,External Labor,Brazil,"15,577","9,560"
1/02/2020,R2,External Labor,Brazil,"15,577","21,993"
1/03/2020,R2,External Labor,Brazil,"15,577","25,075"
1/04/2020,R2,External Labor,Brazil,"15,577","10,559"
1/05/2020,R2,External Labor,Brazil,"15,577","23,423"
1/06/2020,R2,External Labor,Brazil,"15,577","26,483"
1/07/2020,R2,External Labor,Brazil,"15,577","11,638"
1/08/2020,R2,External Labor,Brazil,"15,577","11,638"
1/09/2020,R2,External Labor,Brazil,"15,577","11,638"
1/10/2020,R2,External Labor,Brazil,"15,577","11,638"
1/11/2020,R2,External Labor,Brazil,"15,577","11,638"
1/12/2020,R2,External Labor,Brazil,"15,577","11,638"
1/01/2020,R2,External Labor,Mexico,"2,316",670
1/02/2020,R2,External Labor,Mexico,"2,316",689
1/03/2020,R2,External Labor,Mexico,"2,316","1,747"
1/04/2020,R2,External Labor,Mexico,"2,316","2,677"
1/05/2020,R2,External Labor,Mexico,"2,316","2,103"
1/06/2020,R2,External Labor,Mexico,"2,316","34,003"
1/07/2020,R2,External Labor,Mexico,"2,316","-2,350"
1/08/2020,R2,External Labor,Mexico,"2,316","-2,350"
1/09/2020,R2,External Labor,Mexico,"2,316","-2,350"
1/10/2020,R2,External Labor,Mexico,"2,316","-2,350"
1/11/2020,R2,External Labor,Mexico,"2,316","-2,350"
1/12/2020,R2,External Labor,Mexico,"2,316","-2,350"
1/01/2020,R2,External Labor,Switzerland,"1,020",75
1/02/2020,R2,External Labor,Switzerland,"1,020",10
1/03/2020,R2,External Labor,Switzerland,"1,020","2,487"
1/04/2020,R2,External Labor,Switzerland,"1,020","-1,471"
1/07/2020,R2,External Labor,Switzerland,"1,020","1,020"
1/08/2020,R2,External Labor,Switzerland,"1,020","1,020"
1/09/2020,R2,External Labor,Switzerland,"1,020","1,020"
1/10/2020,R2,External Labor,Switzerland,"1,020","1,020"
1/11/2020,R2,External Labor,Switzerland,"1,020","1,020"
1/12/2020,R2,External Labor,Switzerland,"1,020","1,020"
1/01/2020,R2,External Labor,United Kingdom,"69,881","11,459"
1/02/2020,R2,External Labor,United Kingdom,"69,881","42,316"
1/03/2020,R2,External Labor,United Kingdom,"69,881","54,673"
1/04/2020,R2,External Labor,United Kingdom,"69,881","29,085"
1/05/2020,R2,External Labor,United Kingdom,"69,881","48,792"
1/06/2020,R2,External Labor,United Kingdom,"69,881","76,321"
1/07/2020,R2,External Labor,United Kingdom,"69,881","60,055"
1/08/2020,R2,External Labor,United Kingdom,"69,881","45,955"
1/09/2020,R2,External Labor,United Kingdom,"69,881","45,956"
1/10/2020,R2,External Labor,United Kingdom,"69,881","45,956"
1/11/2020,R2,External Labor,United Kingdom,"69,881","45,956"
1/12/2020,R2,External Labor,United Kingdom,"69,881","45,956"
1/01/2020,R2,External Labor,USA,"566,214","483,752"
1/02/2020,R2,External Labor,USA,"540,714","436,971"
1/03/2020,R2,External Labor,USA,"1,014,858","877,819"
1/04/2020,R2,External Labor,USA,"540,714","677,266"
1/05/2020,R2,External Labor,USA,"529,464","831,970"
1/06/2020,R2,External Labor,USA,"1,025,172","1,341,207"
1/07/2020,R2,External Labor,USA,"523,214","656,645"
1/08/2020,R2,External Labor,USA,"527,714","935,808"
1/09/2020,R2,External Labor,USA,"960,360","961,308"
1/10/2020,R2,External Labor,USA,"470,715","1,040,673"
1/11/2020,R2,External Labor,USA,"462,915","939,039"
1/12/2020,R2,External Labor,USA,"1,096,404","894,039"
1/07/2020,R2,Hardware,United Kingdom,563,563
1/08/2020,R2,Hardware,United Kingdom,563,563
1/09/2020,R2,Hardware,United Kingdom,563,563
1/10/2020,R2,Hardware,United Kingdom,563,563
1/11/2020,R2,Hardware,United Kingdom,563,563
1/12/2020,R2,Hardware,United Kingdom,563,563
1/01/2020,R2,Hardware,USA,"24,518",86
1/04/2020,R2,Hardware,USA,"24,518","7,481"
1/07/2020,R2,Hardware,USA,"24,518","12,193"
1/10/2020,R2,Hardware,USA,"24,518","12,193"
1/01/2020,R2,Hardware Maintenance,Brazil,"2,371",516
1/02/2020,R2,Hardware Maintenance,Brazil,"2,371","2,549"
1/03/2020,R2,Hardware Maintenance,Brazil,"2,371","2,701"
1/04/2020,R2,Hardware Maintenance,Brazil,"2,371","1,328"
1/05/2020,R2,Hardware Maintenance,Brazil,"2,371","1,069"
1/06/2020,R2,Hardware Maintenance,Brazil,"2,371",594
1/07/2020,R2,Hardware Maintenance,Brazil,"2,371","3,281"
1/08/2020,R2,Hardware Maintenance,Brazil,"2,991","3,902"
1/09/2020,R2,Hardware Maintenance,Brazil,"2,371","3,281"
1/10/2020,R2,Hardware Maintenance,Brazil,"3,470","4,381"
1/11/2020,R2,Hardware Maintenance,Brazil,"2,371","3,281"
1/12/2020,R2,Hardware Maintenance,Brazil,"5,260","6,171"
1/01/2020,R2,Inbound Allocations,Brazil,296,318
1/02/2020,R2,Inbound Allocations,Brazil,296,316
1/03/2020,R2,Inbound Allocations,Brazil,296,319
1/04/2020,R2,Inbound Allocations,Brazil,296,324
1/05/2020,R2,Inbound Allocations,Brazil,296,334
1/06/2020,R2,Inbound Allocations,Brazil,296,332
1/07/2020,R2,Inbound Allocations,Brazil,296,268
1/08/2020,R2,Inbound Allocations,Brazil,296,268
1/09/2020,R2,Inbound Allocations,Brazil,296,268
1/10/2020,R2,Inbound Allocations,Brazil,296,268
1/11/2020,R2,Inbound Allocations,Brazil,296,268
1/12/2020,R2,Inbound Allocations,Brazil,296,268
1/01/2020,R2,Internal Labor,Belgium,"3,908","4,215"
1/02/2020,R2,Internal Labor,Belgium,"3,908","4,438"
1/03/2020,R2,Internal Labor,Belgium,"3,908","2,986"
1/04/2020,R2,Internal Labor,Belgium,"3,908","4,163"
1/05/2020,R2,Internal Labor,Belgium,"3,908","4,891"
1/06/2020,R2,Internal Labor,Belgium,"3,908","4,893"
1/07/2020,R2,Internal Labor,Belgium,"3,908","3,908"
1/08/2020,R2,Internal Labor,Belgium,"3,908","3,908"
1/09/2020,R2,Internal Labor,Belgium,"3,908","3,908"
1/10/2020,R2,Internal Labor,Belgium,"3,908","3,908"
1/11/2020,R2,Internal Labor,Belgium,"3,908","3,908"
1/12/2020,R2,Internal Labor,Belgium,"3,908","3,908"
1/01/2020,R2,Internal Labor,Brazil,"24,879","11,976"
1/02/2020,R2,Internal Labor,Brazil,"25,031","11,345"
1/03/2020,R2,Internal Labor,Brazil,"25,315","10,579"
1/04/2020,R2,Internal Labor,Brazil,"25,388","21,842"
1/05/2020,R2,Internal Labor,Brazil,"25,417","14,287"
1/06/2020,R2,Internal Labor,Brazil,"25,338","17,868"
1/07/2020,R2,Internal Labor,Brazil,"25,318","35,896"
1/08/2020,R2,Internal Labor,Brazil,"25,409","35,987"
1/09/2020,R2,Internal Labor,Brazil,"25,384","35,962"
1/10/2020,R2,Internal Labor,Brazil,"25,384","35,962"
1/11/2020,R2,Internal Labor,Brazil,"25,384","35,962"
1/12/2020,R2,Internal Labor,Brazil,"25,016","35,595"
1/01/2020,R2,Internal Labor,Germany,"3,352","11,630"
1/02/2020,R2,Internal Labor,Germany,"3,352","-14,552"
1/03/2020,R2,Internal Labor,Germany,"3,352","1,717"
1/04/2020,R2,Internal Labor,Germany,"3,352","1,760"
1/05/2020,R2,Internal Labor,Germany,"3,352","1,848"
1/06/2020,R2,Internal Labor,Germany,"3,352","1,782"
1/01/2020,R2,Internal Labor,Italy,"3,999","2,241"
1/02/2020,R2,Internal Labor,Italy,"3,999","2,651"
1/03/2020,R2,Internal Labor,Italy,"3,999","1,835"
1/04/2020,R2,Internal Labor,Italy,"3,999","2,138"
1/05/2020,R2,Internal Labor,Italy,"3,999","2,562"
1/06/2020,R2,Internal Labor,Italy,"3,999","2,367"
1/07/2020,R2,Internal Labor,Italy,"1,987","1,987"
1/08/2020,R2,Internal Labor,Italy,"1,987","1,987"
1/09/2020,R2,Internal Labor,Italy,"1,987","1,987"
1/10/2020,R2,Internal Labor,Italy,"1,987","1,987"
1/11/2020,R2,Internal Labor,Italy,"1,987","1,987"
1/12/2020,R2,Internal Labor,Italy,"1,987","1,987"
1/01/2020,R2,Internal Labor,Spain,"6,513","4,894"
1/02/2020,R2,Internal Labor,Spain,"6,513","5,047"
1/03/2020,R2,Internal Labor,Spain,"6,513","5,166"
1/04/2020,R2,Internal Labor,Spain,"6,513","-4,004"
1/05/2020,R2,Internal Labor,Spain,"6,513","5,561"
1/06/2020,R2,Internal Labor,Spain,"6,513","2,339"
1/07/2020,R2,Internal Labor,Spain,"6,513","6,513"
1/08/2020,R2,Internal Labor,Spain,"6,513","6,513"
1/09/2020,R2,Internal Labor,Spain,"6,513","6,513"
1/10/2020,R2,Internal Labor,Spain,"6,513","6,513"
1/11/2020,R2,Internal Labor,Spain,"6,513","6,513"
1/12/2020,R2,Internal Labor,Spain,"6,513","6,513"
1/01/2020,R2,Internal Labor,Switzerland,"6,075","5,411"
1/02/2020,R2,Internal Labor,Switzerland,"6,075","6,799"
1/03/2020,R2,Internal Labor,Switzerland,"6,075","5,461"
1/04/2020,R2,Internal Labor,Switzerland,"6,075","5,510"
1/05/2020,R2,Internal Labor,Switzerland,"6,075","7,340"
1/06/2020,R2,Internal Labor,Switzerland,"6,075","5,935"
1/07/2020,R2,Internal Labor,Switzerland,"6,075","6,075"
1/08/2020,R2,Internal Labor,Switzerland,"6,075","6,075"
1/09/2020,R2,Internal Labor,Switzerland,"6,075","6,075"
1/10/2020,R2,Internal Labor,Switzerland,"6,075","6,075"
1/11/2020,R2,Internal Labor,Switzerland,"6,075","6,075"
1/12/2020,R2,Internal Labor,Switzerland,"6,075","6,075"
1/01/2020,R2,Internal Labor,United Kingdom,"98,587","78,262"
1/02/2020,R2,Internal Labor,United Kingdom,"98,587","72,637"
1/03/2020,R2,Internal Labor,United Kingdom,"98,587","66,538"
1/04/2020,R2,Internal Labor,United Kingdom,"98,587","75,592"
1/05/2020,R2,Internal Labor,United Kingdom,"98,587","81,162"
1/06/2020,R2,Internal Labor,United Kingdom,"98,587","71,291"
1/07/2020,R2,Internal Labor,United Kingdom,"98,587","81,000"
1/08/2020,R2,Internal Labor,United Kingdom,"98,587","81,000"
1/09/2020,R2,Internal Labor,United Kingdom,"98,587","81,000"
1/10/2020,R2,Internal Labor,United Kingdom,"98,587","81,000"
1/11/2020,R2,Internal Labor,United Kingdom,"98,587","81,000"
1/12/2020,R2,Internal Labor,United Kingdom,"98,587","81,000"
1/01/2020,R2,Internal Labor,USA,"508,437","528,536"
1/02/2020,R2,Internal Labor,USA,"511,879","404,009"
1/03/2020,R2,Internal Labor,USA,"558,892","714,025"
1/04/2020,R2,Internal Labor,USA,"522,939","542,728"
1/05/2020,R2,Internal Labor,USA,"522,939","329,611"
1/06/2020,R2,Internal Labor,USA,"522,939","639,838"
1/07/2020,R2,Internal Labor,USA,"526,954","526,954"
1/08/2020,R2,Internal Labor,USA,"526,888","526,888"
1/09/2020,R2,Internal Labor,USA,"525,459","525,459"
1/10/2020,R2,Internal Labor,USA,"537,818","537,818"
1/11/2020,R2,Internal Labor,USA,"534,772","534,772"
1/12/2020,R2,Internal Labor,USA,"531,849","531,849"
1/01/2020,R2,Other,Brazil,"1,592",367
1/02/2020,R2,Other,Brazil,"1,592","4,515"
1/03/2020,R2,Other,Brazil,"2,430",627
1/04/2020,R2,Other,Brazil,"1,601",714
1/05/2020,R2,Other,Brazil,"1,601","2,371"
1/06/2020,R2,Other,Brazil,"1,601","2,369"
1/07/2020,R2,Other,Brazil,"1,603","1,512"
1/08/2020,R2,Other,Brazil,"1,603","1,512"
1/09/2020,R2,Other,Brazil,"1,603","1,512"
1/10/2020,R2,Other,Brazil,"1,603","1,512"
1/11/2020,R2,Other,Brazil,"1,603","1,512"
1/12/2020,R2,Other,Brazil,"1,603","1,512"
1/01/2020,R2,Other,United Kingdom,"1,364","10,893"
1/02/2020,R2,Other,United Kingdom,"1,364","-6,914"
1/03/2020,R2,Other,United Kingdom,"1,364","2,825"
1/04/2020,R2,Other,United Kingdom,"1,364","17,806"
1/05/2020,R2,Other,United Kingdom,"1,364",661
1/06/2020,R2,Other,United Kingdom,"1,364",-688
1/07/2020,R2,Other,United Kingdom,"1,364","1,364"
1/08/2020,R2,Other,United Kingdom,"1,364","1,364"
1/09/2020,R2,Other,United Kingdom,"1,364","1,364"
1/10/2020,R2,Other,United Kingdom,"1,364","1,364"
1/11/2020,R2,Other,United Kingdom,"1,364","1,364"
1/12/2020,R2,Other,United Kingdom,"1,364","1,364"
1/01/2020,R2,Other,USA,"16,698",-413
1/02/2020,R2,Other,USA,"16,698","-1,060"
1/03/2020,R2,Other,USA,"16,698","45,899"
1/04/2020,R2,Other,USA,"16,698","-2,140"
1/05/2020,R2,Other,USA,"16,698","-1,738"
1/06/2020,R2,Other,USA,"16,698",498
1/07/2020,R2,Other,USA,"16,698","16,698"
1/08/2020,R2,Other,USA,"16,698","16,698"
1/09/2020,R2,Other,USA,"10,698","10,698"
1/10/2020,R2,Other,USA,"16,698","16,698"
1/11/2020,R2,Other,USA,"16,698","16,698"
1/12/2020,R2,Other,USA,"16,698","16,698"
1/01/2020,R2,Recognition,USA,245,35
1/03/2020,R2,Recognition,USA,245,160
1/05/2020,R2,Recognition,USA,245,242
1/06/2020,R2,Recognition,USA,245,29
1/07/2020,R2,Recognition,USA,245,359
1/08/2020,R2,Recognition,USA,245,359
1/09/2020,R2,Recognition,USA,245,360
1/10/2020,R2,Recognition,USA,245,360
1/11/2020,R2,Recognition,USA,245,360
1/12/2020,R2,Recognition,USA,245,360
1/01/2020,R2,Severance,Brazil,172,731
1/02/2020,R2,Severance,Brazil,181,640
1/03/2020,R2,Severance,Brazil,198,709
1/04/2020,R2,Severance,Brazil,204,889
1/05/2020,R2,Severance,Brazil,204,846
1/06/2020,R2,Severance,Brazil,191,797
1/07/2020,R2,Severance,Brazil,191,-386
1/08/2020,R2,Severance,Brazil,195,-382
1/09/2020,R2,Severance,Brazil,195,-382
1/10/2020,R2,Severance,Brazil,195,-382
1/11/2020,R2,Severance,Brazil,195,-382
1/12/2020,R2,Severance,Brazil,172,-405
1/01/2020,R2,Software,United Kingdom,453,"-1,252"
1/02/2020,R2,Software,United Kingdom,453,"2,638"
1/03/2020,R2,Software,United Kingdom,453,"2,648"
1/04/2020,R2,Software,United Kingdom,453,"2,714"
1/05/2020,R2,Software,United Kingdom,453,"61,508"
1/06/2020,R2,Software,United Kingdom,453,"21,979"
1/07/2020,R2,Software,United Kingdom,453,453
1/08/2020,R2,Software,United Kingdom,453,453
1/09/2020,R2,Software,United Kingdom,453,453
1/10/2020,R2,Software,United Kingdom,453,453
1/11/2020,R2,Software,United Kingdom,453,453
1/12/2020,R2,Software,United Kingdom,453,453
1/01/2020,R2,Software,USA,"196,036","92,052"
1/02/2020,R2,Software,USA,"84,736","430,809"
1/03/2020,R2,Software,USA,"99,736","256,915"
1/04/2020,R2,Software,USA,"95,236","256,646"
1/05/2020,R2,Software,USA,"84,736","257,147"
1/06/2020,R2,Software,USA,"84,736","256,875"
1/07/2020,R2,Software,USA,"68,030","246,168"
1/08/2020,R2,Software,USA,"57,530","231,168"
1/09/2020,R2,Software,USA,"68,030","256,968"
1/10/2020,R2,Software,USA,"57,530","231,168"
1/11/2020,R2,Software,USA,"57,530","231,168"
1/12/2020,R2,Software,USA,"57,530","231,168"
1/05/2020,R2,Software Maintenance,United Kingdom,"19,625","4,058"
1/06/2020,R2,Software Maintenance,United Kingdom,"19,625","18,817"
1/07/2020,R2,Software Maintenance,United Kingdom,"19,625","19,625"
1/08/2020,R2,Software Maintenance,United Kingdom,"19,625","19,625"
1/09/2020,R2,Software Maintenance,United Kingdom,"19,625","19,625"
1/10/2020,R2,Software Maintenance,United Kingdom,"19,625","19,625"
1/11/2020,R2,Software Maintenance,United Kingdom,"19,625","19,625"
1/12/2020,R2,Software Maintenance,United Kingdom,"19,625","19,625"
1/01/2020,R2,Software Maintenance,USA,"954,189","716,640"
1/02/2020,R2,Software Maintenance,USA,"118,070","79,090"
1/03/2020,R2,Software Maintenance,USA,"131,195","56,295"
1/04/2020,R2,Software Maintenance,USA,"760,328","661,758"
1/05/2020,R2,Software Maintenance,USA,"119,570","33,834"
1/06/2020,R2,Software Maintenance,USA,"129,361","70,662"
1/07/2020,R2,Software Maintenance,USA,"745,695","720,412"
1/08/2020,R2,Software Maintenance,USA,"129,830","104,547"
1/09/2020,R2,Software Maintenance,USA,"166,422","141,139"
1/10/2020,R2,Software Maintenance,USA,"756,195","730,912"
1/11/2020,R2,Software Maintenance,USA,"118,370","93,087"
1/12/2020,R2,Software Maintenance,USA,"136,788","111,504"
1/01/2020,R2,Supplies,Brazil,119,726
1/02/2020,R2,Supplies,Brazil,119,-320
1/03/2020,R2,Supplies,Brazil,119,223
1/04/2020,R2,Supplies,Brazil,119,49
1/05/2020,R2,Supplies,Brazil,119,"1,017"
1/06/2020,R2,Supplies,Brazil,119,558
1/07/2020,R2,Supplies,Brazil,119,-138
1/08/2020,R2,Supplies,Brazil,119,-138
1/09/2020,R2,Supplies,Brazil,119,-138
1/10/2020,R2,Supplies,Brazil,119,-138
1/11/2020,R2,Supplies,Brazil,119,-138
1/12/2020,R2,Supplies,Brazil,119,-138
1/04/2020,R2,Supplies,United Kingdom,88,38
1/05/2020,R2,Supplies,United Kingdom,88,2
1/07/2020,R2,Supplies,United Kingdom,88,88
1/08/2020,R2,Supplies,United Kingdom,88,88
1/09/2020,R2,Supplies,United Kingdom,88,88
1/10/2020,R2,Supplies,United Kingdom,88,88
1/11/2020,R2,Supplies,United Kingdom,88,88
1/12/2020,R2,Supplies,United Kingdom,88,88
1/01/2020,R2,Telecomm,Brazil,344,248
1/02/2020,R2,Telecomm,Brazil,344,352
1/03/2020,R2,Telecomm,Brazil,344,498
1/04/2020,R2,Telecomm,Brazil,344,157
1/05/2020,R2,Telecomm,Brazil,344,273
1/06/2020,R2,Telecomm,Brazil,344,279
1/07/2020,R2,Telecomm,Brazil,344,387
1/08/2020,R2,Telecomm,Brazil,344,387
1/09/2020,R2,Telecomm,Brazil,344,387
1/10/2020,R2,Telecomm,Brazil,344,387
1/11/2020,R2,Telecomm,Brazil,344,387
1/12/2020,R2,Telecomm,Brazil,344,387
1/01/2020,R2,Telecomm,United Kingdom,500,156
1/02/2020,R2,Telecomm,United Kingdom,500,731
1/03/2020,R2,Telecomm,United Kingdom,500,710
1/04/2020,R2,Telecomm,United Kingdom,500,337
1/05/2020,R2,Telecomm,United Kingdom,500,931
1/06/2020,R2,Telecomm,United Kingdom,500,420
1/07/2020,R2,Telecomm,United Kingdom,500,500
1/08/2020,R2,Telecomm,United Kingdom,500,500
1/09/2020,R2,Telecomm,United Kingdom,500,500
1/10/2020,R2,Telecomm,United Kingdom,500,500
1/11/2020,R2,Telecomm,United Kingdom,500,500
1/12/2020,R2,Telecomm,United Kingdom,500,500
1/05/2020,R2,Training,Brazil,15,-125
1/07/2020,R2,Training,Brazil,15,52
1/08/2020,R2,Training,Brazil,15,52
1/09/2020,R2,Training,Brazil,15,52
1/10/2020,R2,Training,Brazil,15,52
1/11/2020,R2,Training,Brazil,15,52
1/12/2020,R2,Training,Brazil,15,52
1/01/2020,R2,Training,United Kingdom,"1,000","7,443"
1/02/2020,R2,Training,United Kingdom,"1,000","2,525"
1/03/2020,R2,Training,United Kingdom,"1,000","1,091"
1/04/2020,R2,Training,United Kingdom,"1,000",93
1/05/2020,R2,Training,United Kingdom,"1,000",4
1/06/2020,R2,Training,United Kingdom,"1,000",-446
1/07/2020,R2,Training,United Kingdom,"1,000","1,202"
1/08/2020,R2,Training,United Kingdom,"1,000","1,202"
1/09/2020,R2,Training,United Kingdom,"1,000","1,202"
1/10/2020,R2,Training,United Kingdom,"1,000","1,202"
1/11/2020,R2,Training,United Kingdom,"1,000","1,202"
1/12/2020,R2,Training,United Kingdom,"1,000","1,202"
1/01/2020,R2,Training,USA,"2,855",660
1/02/2020,R2,Training,USA,"2,855",857
1/03/2020,R2,Training,USA,"2,855","1,576"
1/05/2020,R2,Training,USA,"2,855",733
1/07/2020,R2,Training,USA,"2,855","4,415"
1/08/2020,R2,Training,USA,"2,855","3,995"
1/09/2020,R2,Training,USA,"2,855","3,245"
1/10/2020,R2,Training,USA,"2,855","2,975"
1/11/2020,R2,Training,USA,"2,855","2,975"
1/12/2020,R2,Training,USA,"2,855","2,855"
1/01/2020,R2,Travel,Brazil,500,450
1/02/2020,R2,Travel,Brazil,"1,128",517
1/03/2020,R2,Travel,Brazil,500,208
1/04/2020,R2,Travel,Brazil,500,49
1/06/2020,R2,Travel,Brazil,500,15
1/07/2020,R2,Travel,Brazil,500,898
1/08/2020,R2,Travel,Brazil,500,898
1/09/2020,R2,Travel,Brazil,500,898
1/10/2020,R2,Travel,Brazil,500,898
1/11/2020,R2,Travel,Brazil,500,898
1/12/2020,R2,Travel,Brazil,500,898
1/01/2020,R2,Travel,United Kingdom,"2,500","9,551"
1/02/2020,R2,Travel,United Kingdom,"2,500","1,232"
1/03/2020,R2,Travel,United Kingdom,"2,500","16,450"
1/04/2020,R2,Travel,United Kingdom,"2,500","6,226"
1/05/2020,R2,Travel,United Kingdom,"2,500","13,943"
1/06/2020,R2,Travel,United Kingdom,"2,500","13,634"
1/07/2020,R2,Travel,United Kingdom,"2,500","2,500"
1/08/2020,R2,Travel,United Kingdom,"2,500","2,500"
1/09/2020,R2,Travel,United Kingdom,"2,500","2,500"
1/10/2020,R2,Travel,United Kingdom,"2,500","2,500"
1/11/2020,R2,Travel,United Kingdom,"2,500","2,500"
1/12/2020,R2,Travel,United Kingdom,"2,500","2,500"
1/01/2020,R2,Travel,USA,"7,573","3,002"
1/02/2020,R2,Travel,USA,"7,573","10,176"
1/03/2020,R2,Travel,USA,"8,323","24,640"
1/04/2020,R2,Travel,USA,"7,573","28,142"
1/05/2020,R2,Travel,USA,"7,573","20,478"
1/06/2020,R2,Travel,USA,"8,323","35,893"
1/07/2020,R2,Travel,USA,"7,573","7,573"
1/08/2020,R2,Travel,USA,"7,573","7,573"
1/09/2020,R2,Travel,USA,"7,573","7,573"
1/10/2020,R2,Travel,USA,"7,573","7,573"
1/11/2020,R2,Travel,USA,"7,572","7,572"
1/12/2020,R2,Travel,USA,"7,573","7,573"
1/01/2020,R2,Vehicles,United Kingdom,"1,320",744
1/02/2020,R2,Vehicles,United Kingdom,"1,320",705
1/03/2020,R2,Vehicles,United Kingdom,"1,320",620
1/04/2020,R2,Vehicles,United Kingdom,"1,320","1,109"
1/05/2020,R2,Vehicles,United Kingdom,"1,320",513
1/06/2020,R2,Vehicles,United Kingdom,"1,320","1,449"
1/07/2020,R2,Vehicles,United Kingdom,"1,320","1,320"
1/08/2020,R2,Vehicles,United Kingdom,"1,320","1,320"
1/09/2020,R2,Vehicles,United Kingdom,"1,320","1,320"
1/10/2020,R2,Vehicles,United Kingdom,"1,320","1,320"
1/11/2020,R2,Vehicles,United Kingdom,"1,320","1,320"
1/12/2020,R2,Vehicles,United Kingdom,"1,320","1,320"
1/01/2020,R3,Amortization,USA,"487,661","304,508"
1/02/2020,R3,Amortization,USA,"487,661","431,064"
1/03/2020,R3,Amortization,USA,"487,661","582,712"
1/04/2020,R3,Amortization,USA,"487,661","431,064"
1/05/2020,R3,Amortization,USA,"487,661","431,064"
1/06/2020,R3,Amortization,USA,"487,661","556,519"
1/07/2020,R3,Amortization,USA,"487,661","630,018"
1/08/2020,R3,Amortization,USA,"487,661","630,018"
1/09/2020,R3,Amortization,USA,"487,661","630,018"
1/10/2020,R3,Amortization,USA,"487,661","507,478"
1/11/2020,R3,Amortization,USA,"487,661","303,110"
1/12/2020,R3,Amortization,USA,"487,661","303,110"
1/01/2020,R3,External Labor,United Kingdom,"2,403","-35,189"
1/02/2020,R3,External Labor,United Kingdom,"2,403","26,747"
1/03/2020,R3,External Labor,United Kingdom,"2,403","25,089"
1/04/2020,R3,External Labor,United Kingdom,"2,403","7,456"
1/05/2020,R3,External Labor,United Kingdom,"2,403","8,040"
1/06/2020,R3,External Labor,United Kingdom,"2,403","1,879"
1/07/2020,R3,External Labor,United Kingdom,"2,403","3,215"
1/08/2020,R3,External Labor,United Kingdom,"2,403","3,215"
1/09/2020,R3,External Labor,United Kingdom,"2,403","3,215"
1/10/2020,R3,External Labor,United Kingdom,"2,403","3,215"
1/11/2020,R3,External Labor,United Kingdom,"2,403","3,215"
1/12/2020,R3,External Labor,United Kingdom,"2,403","3,215"
1/01/2020,R3,External Labor,USA,"380,989","268,441"
1/02/2020,R3,External Labor,USA,"380,989","533,491"
1/03/2020,R3,External Labor,USA,"380,989","431,633"
1/04/2020,R3,External Labor,USA,"380,989","387,954"
1/05/2020,R3,External Labor,USA,"380,989","407,790"
1/06/2020,R3,External Labor,USA,"380,989","477,688"
1/07/2020,R3,External Labor,USA,"380,989","704,339"
1/08/2020,R3,External Labor,USA,"380,989","704,339"
1/09/2020,R3,External Labor,USA,"380,989","704,339"
1/10/2020,R3,External Labor,USA,"380,989","770,230"
1/11/2020,R3,External Labor,USA,"380,989","770,230"
1/12/2020,R3,External Labor,USA,"380,989","770,230"
